"order_date","product_name","category","region","quantity","sales","profit","cost","unit_price","margem_percentual"
"2023-05-19","Keyboard","Accessories","South","6",1002.0,114.7,887.3,167.0,11.45
"2024-11-15","Headphones","Accessories","East","9",2187.0,413.76,1773.24,243.0,18.92
"2023-12-25","Mouse","Accessories","North","6",7146.0,1627.42,5518.58,1191.0,22.77
"2022-03-31","Keyboard","Accessories","South","1",189.0,14.88,174.12,189.0,7.87
"2024-04-24","Monitor","Accessories","East","5",940.0,266.02,673.98,188.0,28.3
"2022-01-10","Headphones","Accessories","North","1",951.0,127.58,823.42,951.0,13.42
"2022-11-17","Printer","Office","East","2",124.0,27.42,96.58,62.0,22.11
"2024-06-29","Mouse","Accessories","West","9",7506.0,594.28,6911.72,834.0,7.92
"2022-11-14","Monitor","Accessories","West","7",8176.0,2308.76,5867.24,1168.0,28.24
"2023-08-11","Smartphone","Electronics","East","5",2125.0,632.68,1492.32,425.0,29.77
"2024-05-22","Headphones","Accessories","North","1",967.0,59.98,907.02,967.0,6.2
"2022-03-19","Headphones","Accessories","South","5",270.0,29.41,240.59,54.0,10.89
"2022-10-23","Keyboard","Accessories","West","9",10035.0,1486.3,8548.7,1115.0,14.81
"2023-02-26","Printer","Office","North","8",6792.0,1125.23,5666.77,849.0,16.57
"2024-10-03","Printer","Office","East","1",714.0,99.13,614.87,714.0,13.88
"2022-07-17","Smartphone","Electronics","South","5",765.0,157.64,607.36,153.0,20.61
"2024-11-04","Headphones","Accessories","East","7",4221.0,358.02,3862.98,603.0,8.48
"2023-02-24","Laptop","Electronics","North","4",2108.0,576.48,1531.52,527.0,27.35
"2024-08-08","Monitor","Accessories","North","9",10530.0,2387.63,8142.37,1170.0,22.67
"2024-05-14","Keyboard","Accessories","South","6",3396.0,914.17,2481.83,566.0,26.92
"2022-01-15","Monitor","Accessories","North","4",1060.0,213.05,846.95,265.0,20.1
"2022-05-10","Tablet","Electronics","East","5",480.0,73.07,406.93,96.0,15.22
"2022-03-10","Headphones","Accessories","West","3",2529.0,285.65,2243.35,843.0,11.29
"2022-01-23","Smartwatch","Electronics","East","8",4792.0,511.97,4280.03,599.0,10.68
"2024-09-19","Smartwatch","Electronics","East","8",8056.0,605.8,7450.2,1007.0,7.52
"2024-06-06","Tablet","Electronics","North","4",4228.0,947.76,3280.24,1057.0,22.42
"2024-10-10","Tablet","Electronics","East","1",653.0,93.78,559.22,653.0,14.36
"2024-03-24","Tablet","Electronics","North","9",7452.0,1212.51,6239.49,828.0,16.27
"2023-07-21","Mouse","Accessories","East","4",4128.0,1156.71,2971.29,1032.0,28.02
"2022-07-21","Tablet","Electronics","West","5",5090.0,1201.56,3888.44,1018.0,23.61
"2022-09-01","Camera","Electronics","North","5",4930.0,387.33,4542.67,986.0,7.86
"2023-04-20","Smartwatch","Electronics","South","6",2610.0,434.37,2175.63,435.0,16.64
"2023-12-11","Laptop","Electronics","North","3",2139.0,415.84,1723.16,713.0,19.44
"2024-09-29","Tablet","Electronics","South","1",226.0,55.4,170.6,226.0,24.51
"2023-11-20","Smartwatch","Electronics","West","2",2244.0,212.08,2031.92,1122.0,9.45
"2023-07-15","Monitor","Accessories","East","6",3150.0,578.87,2571.13,525.0,18.38
"2023-12-24","Laptop","Electronics","South","7",3388.0,347.19,3040.81,484.0,10.25
"2023-08-13","Laptop","Electronics","East","8",8736.0,580.31,8155.69,1092.0,6.64
"2022-04-24","Smartphone","Electronics","South","2",1102.0,176.53,925.47,551.0,16.02
"2024-07-13","Monitor","Accessories","East","3",2640.0,199.97,2440.03,880.0,7.57
"2022-06-11","Printer","Office","West","3",2547.0,300.74,2246.26,849.0,11.81
"2024-10-28","Laptop","Electronics","North","7",728.0,64.82,663.18,104.0,8.9
"2022-11-24","Camera","Electronics","South","7",3444.0,607.44,2836.56,492.0,17.64
"2024-10-03","Camera","Electronics","West","5",3140.0,853.66,2286.34,628.0,27.19
"2024-03-24","Smartphone","Electronics","East","3",435.0,129.27,305.73,145.0,29.72
"2024-06-28","Keyboard","Accessories","East","4",856.0,72.99,783.01,214.0,8.53
"2022-05-31","Printer","Office","North","2",112.0,23.33,88.67,56.0,20.83
"2024-03-25","Headphones","Accessories","North","3",2247.0,507.79,1739.21,749.0,22.6
"2023-01-31","Keyboard","Accessories","West","2",1512.0,298.73,1213.27,756.0,19.76
"2024-06-23","Mouse","Accessories","South","5",4915.0,1196.6,3718.4,983.0,24.35
"2023-08-16","Mouse","Accessories","South","3",2709.0,663.54,2045.46,903.0,24.49
"2023-06-10","Tablet","Electronics","North","7",1239.0,118.36,1120.64,177.0,9.55
"2023-05-09","Tablet","Electronics","West","2",572.0,86.16,485.84,286.0,15.06
"2022-05-08","Smartwatch","Electronics","North","2",1708.0,93.25,1614.75,854.0,5.46
"2024-11-06","Smartwatch","Electronics","North","4",360.0,42.66,317.34,90.0,11.85
"2022-12-08","Camera","Electronics","North","6",3822.0,388.34,3433.66,637.0,10.16
"2022-09-25","Camera","Electronics","North","6",4680.0,932.97,3747.03,780.0,19.94
"2024-07-10","Camera","Electronics","North","5",2520.0,487.18,2032.82,504.0,19.33
"2024-03-29","Smartwatch","Electronics","North","2",2138.0,619.29,1518.71,1069.0,28.97
"2022-01-11","Keyboard","Accessories","West","3",2529.0,169.6,2359.4,843.0,6.71
"2022-04-08","Keyboard","Accessories","East","1",236.0,29.33,206.67,236.0,12.43
"2024-01-21","Tablet","Electronics","West","6",2730.0,636.48,2093.52,455.0,23.31
"2023-04-27","Headphones","Accessories","North","3",3021.0,872.49,2148.51,1007.0,28.88
"2024-11-06","Smartwatch","Electronics","North","2",244.0,16.78,227.22,122.0,6.88
"2022-05-11","Camera","Electronics","South","8",728.0,120.06,607.94,91.0,16.49
"2022-10-02","Mouse","Accessories","North","3",453.0,89.49,363.51,151.0,19.75
"2022-01-12","Laptop","Electronics","South","1",379.0,84.38,294.62,379.0,22.26
"2023-01-09","Tablet","Electronics","West","3",2130.0,510.69,1619.31,710.0,23.98
"2023-05-04","Monitor","Accessories","North","8",4120.0,710.11,3409.89,515.0,17.24
"2024-09-07","Smartwatch","Electronics","South","7",3150.0,299.7,2850.3,450.0,9.51
"2022-05-17","Smartwatch","Electronics","East","7",2688.0,603.07,2084.93,384.0,22.44
"2023-08-17","Tablet","Electronics","East","2",1752.0,501.19,1250.81,876.0,28.61
"2023-09-07","Keyboard","Accessories","North","7",7308.0,948.4,6359.6,1044.0,12.98
"2022-05-11","Tablet","Electronics","North","3",2007.0,160.84,1846.16,669.0,8.01
"2023-05-12","Tablet","Electronics","West","7",7224.0,479.23,6744.77,1032.0,6.63
"2023-05-08","Monitor","Accessories","South","9",6939.0,1249.31,5689.69,771.0,18.0
"2023-02-18","Smartphone","Electronics","East","7",5516.0,1475.67,4040.33,788.0,26.75
"2022-01-29","Printer","Office","South","2",2224.0,116.47,2107.53,1112.0,5.24
"2023-01-12","Laptop","Electronics","South","5",3985.0,824.4,3160.6,797.0,20.69
"2022-01-03","Camera","Electronics","North","7",2723.0,638.26,2084.74,389.0,23.44
"2022-10-20","Tablet","Electronics","North","2",746.0,170.75,575.25,373.0,22.89
"2024-08-21","Laptop","Electronics","West","5",3170.0,245.25,2924.75,634.0,7.74
"2023-12-11","Smartwatch","Electronics","East","5",550.0,63.11,486.89,110.0,11.47
"2022-08-14","Tablet","Electronics","North","8",480.0,132.45,347.55,60.0,27.59
"2024-06-03","Printer","Office","East","4",3284.0,354.4,2929.6,821.0,10.79
"2024-01-23","Smartwatch","Electronics","South","2",1748.0,183.75,1564.25,874.0,10.51
"2023-11-20","Headphones","Accessories","North","8",824.0,240.84,583.16,103.0,29.23
"2022-03-03","Headphones","Accessories","North","4",1872.0,448.46,1423.54,468.0,23.96
"2024-02-20","Tablet","Electronics","West","3",627.0,103.98,523.02,209.0,16.58
"2024-08-09","Camera","Electronics","East","9",5661.0,1104.02,4556.98,629.0,19.5
"2022-06-19","Camera","Electronics","North","3",2910.0,765.47,2144.53,970.0,26.3
"2024-09-01","Tablet","Electronics","South","9",9036.0,1087.46,7948.54,1004.0,12.03
"2024-08-30","Tablet","Electronics","West","5",4815.0,338.31,4476.69,963.0,7.03
"2022-08-12","Mouse","Accessories","South","1",1187.0,206.28,980.72,1187.0,17.38
"2022-08-04","Headphones","Accessories","East","3",3339.0,732.92,2606.08,1113.0,21.95
"2024-02-20","Tablet","Electronics","East","1",620.0,165.43,454.57,620.0,26.68
"2023-02-26","Camera","Electronics","West","5",2025.0,414.42,1610.58,405.0,20.47
"2024-11-20","Printer","Office","East","5",3030.0,811.92,2218.08,606.0,26.8
"2023-08-12","Smartwatch","Electronics","North","5",655.0,166.69,488.31,131.0,25.45
"2022-01-17","Printer","Office","West","2",2238.0,294.54,1943.46,1119.0,13.16
"2023-04-12","Smartphone","Electronics","South","8",3312.0,811.31,2500.69,414.0,24.5
"2023-07-26","Printer","Office","East","9",9387.0,1271.64,8115.36,1043.0,13.55
"2024-01-01","Mouse","Accessories","West","6",5790.0,1285.21,4504.79,965.0,22.2
"2023-12-06","Laptop","Electronics","South","6",2700.0,527.97,2172.03,450.0,19.55
"2023-12-05","Smartwatch","Electronics","East","8",2072.0,555.06,1516.94,259.0,26.79
"2024-10-27","Keyboard","Accessories","North","3",2991.0,716.54,2274.46,997.0,23.96
"2024-08-04","Laptop","Electronics","East","6",5568.0,958.59,4609.41,928.0,17.22
"2023-02-01","Smartwatch","Electronics","North","7",5509.0,1648.74,3860.26,787.0,29.93
"2024-06-02","Printer","Office","West","7",5922.0,1323.1,4598.9,846.0,22.34
"2024-04-28","Smartphone","Electronics","South","4",4380.0,362.81,4017.19,1095.0,8.28
"2022-03-25","Tablet","Electronics","South","5",1760.0,272.68,1487.32,352.0,15.49
"2024-10-05","Headphones","Accessories","North","9",5571.0,1523.81,4047.19,619.0,27.35
"2024-12-19","Tablet","Electronics","South","2",1082.0,182.1,899.9,541.0,16.83
"2022-07-18","Camera","Electronics","East","1",569.0,138.11,430.89,569.0,24.27
"2023-06-11","Mouse","Accessories","North","8",3416.0,697.42,2718.58,427.0,20.42
"2024-10-13","Printer","Office","West","1",570.0,57.07,512.93,570.0,10.01
"2023-08-07","Monitor","Accessories","East","6",3300.0,386.92,2913.08,550.0,11.72
"2022-12-04","Laptop","Electronics","South","8",2584.0,568.77,2015.23,323.0,22.01
"2024-02-18","Monitor","Accessories","South","9",7650.0,2204.44,5445.56,850.0,28.82
"2024-12-05","Headphones","Accessories","West","8",3600.0,272.51,3327.49,450.0,7.57
"2023-12-15","Monitor","Accessories","West","6",846.0,190.87,655.13,141.0,22.56
"2023-08-12","Smartphone","Electronics","West","1",51.0,9.36,41.64,51.0,18.35
"2024-05-20","Smartwatch","Electronics","South","6",7056.0,586.91,6469.09,1176.0,8.32
"2024-06-05","Smartwatch","Electronics","West","2",384.0,38.41,345.59,192.0,10.0
"2022-01-09","Laptop","Electronics","South","8",2928.0,663.54,2264.46,366.0,22.66
"2023-12-17","Camera","Electronics","West","7",1904.0,352.86,1551.14,272.0,18.53
"2022-09-08","Tablet","Electronics","East","2",2314.0,312.07,2001.93,1157.0,13.49
"2022-01-22","Printer","Office","South","4",1028.0,192.13,835.87,257.0,18.69
"2024-09-04","Headphones","Accessories","South","9",8307.0,1326.23,6980.77,923.0,15.97
"2024-01-20","Printer","Office","West","9",1539.0,203.54,1335.46,171.0,13.23
"2022-11-03","Tablet","Electronics","West","7",2506.0,537.98,1968.02,358.0,21.47
"2023-07-03","Smartphone","Electronics","West","6",5778.0,1232.54,4545.46,963.0,21.33
"2024-01-25","Tablet","Electronics","East","9",10188.0,2165.78,8022.22,1132.0,21.26
"2024-05-11","Monitor","Accessories","North","1",952.0,157.7,794.3,952.0,16.57
"2024-01-02","Smartwatch","Electronics","West","8",3624.0,750.86,2873.14,453.0,20.72
"2023-02-24","Keyboard","Accessories","South","8",7968.0,1551.12,6416.88,996.0,19.47
"2024-07-20","Mouse","Accessories","South","2",1254.0,250.09,1003.91,627.0,19.94
"2023-06-14","Printer","Office","West","3",705.0,196.05,508.95,235.0,27.81
"2022-04-10","Mouse","Accessories","West","1",916.0,223.5,692.5,916.0,24.4
"2024-10-01","Printer","Office","North","2",848.0,129.96,718.04,424.0,15.33
"2022-05-10","Monitor","Accessories","East","8",2240.0,313.17,1926.83,280.0,13.98
"2022-01-28","Monitor","Accessories","South","1",940.0,120.35,819.65,940.0,12.8
"2023-04-05","Headphones","Accessories","West","5",1550.0,203.51,1346.49,310.0,13.13
"2023-09-22","Keyboard","Accessories","South","7",2352.0,256.4,2095.6,336.0,10.9
"2024-08-29","Smartwatch","Electronics","North","9",1638.0,183.75,1454.25,182.0,11.22
"2023-11-18","Camera","Electronics","North","6",7164.0,1442.72,5721.28,1194.0,20.14
"2023-09-12","Mouse","Accessories","East","1",205.0,54.54,150.46,205.0,26.6
"2023-05-26","Keyboard","Accessories","North","2",766.0,49.23,716.77,383.0,6.43
"2023-04-30","Keyboard","Accessories","North","1",168.0,17.84,150.16,168.0,10.62
"2024-11-01","Mouse","Accessories","South","1",1058.0,207.55,850.45,1058.0,19.62
"2022-05-06","Keyboard","Accessories","South","5",1455.0,423.81,1031.19,291.0,29.13
"2023-05-10","Camera","Electronics","East","2",2224.0,364.04,1859.96,1112.0,16.37
"2022-11-04","Smartphone","Electronics","West","7",1400.0,80.49,1319.51,200.0,5.75
"2022-05-09","Smartphone","Electronics","East","7",7567.0,2213.18,5353.82,1081.0,29.25
"2022-11-07","Tablet","Electronics","East","6",3396.0,987.68,2408.32,566.0,29.08
"2023-08-11","Smartwatch","Electronics","East","2",704.0,135.63,568.37,352.0,19.27
"2024-10-21","Tablet","Electronics","East","9",7767.0,2172.19,5594.81,863.0,27.97
"2024-10-06","Mouse","Accessories","West","5",2050.0,157.13,1892.87,410.0,7.66
"2023-08-08","Monitor","Accessories","North","9",10458.0,2799.48,7658.52,1162.0,26.77
"2022-01-19","Camera","Electronics","South","4",4700.0,619.26,4080.74,1175.0,13.18
"2024-04-30","Smartphone","Electronics","North","2",892.0,222.51,669.49,446.0,24.95
"2023-12-26","Laptop","Electronics","East","8",6968.0,1479.09,5488.91,871.0,21.23
"2024-04-07","Laptop","Electronics","North","7",1344.0,300.88,1043.12,192.0,22.39
"2022-10-18","Camera","Electronics","West","1",354.0,65.99,288.01,354.0,18.64
"2024-04-21","Monitor","Accessories","South","3",3051.0,662.23,2388.77,1017.0,21.71
"2024-03-26","Camera","Electronics","South","3",402.0,106.87,295.13,134.0,26.58
"2022-10-31","Monitor","Accessories","North","5",3570.0,517.82,3052.18,714.0,14.5
"2023-03-03","Keyboard","Accessories","North","7",3829.0,876.35,2952.65,547.0,22.89
"2023-02-03","Mouse","Accessories","North","7",4676.0,242.64,4433.36,668.0,5.19
"2023-04-15","Keyboard","Accessories","East","3",1119.0,317.36,801.64,373.0,28.36
"2023-05-09","Smartphone","Electronics","East","4",4228.0,764.3,3463.7,1057.0,18.08
"2022-01-02","Headphones","Accessories","North","8",1240.0,251.2,988.8,155.0,20.26
"2024-11-28","Keyboard","Accessories","North","9",3591.0,342.18,3248.82,399.0,9.53
"2022-02-05","Printer","Office","West","8",3952.0,451.08,3500.92,494.0,11.41
"2024-06-05","Keyboard","Accessories","South","6",3648.0,1050.08,2597.92,608.0,28.79
"2024-11-15","Monitor","Accessories","North","5",3875.0,768.74,3106.26,775.0,19.84
"2023-11-13","Smartwatch","Electronics","West","8",3416.0,478.9,2937.1,427.0,14.02
"2022-02-19","Tablet","Electronics","West","1",908.0,222.58,685.42,908.0,24.51
"2024-05-06","Headphones","Accessories","South","4",4532.0,987.32,3544.68,1133.0,21.79
"2023-08-04","Headphones","Accessories","East","4",4168.0,650.15,3517.85,1042.0,15.6
"2023-09-23","Laptop","Electronics","North","3",3543.0,941.37,2601.63,1181.0,26.57
"2024-09-14","Laptop","Electronics","East","6",5124.0,1078.57,4045.43,854.0,21.05
